Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro m2;Tipo Agregado
Apartamento;Recreio dos Bandeirantes;3;2;1;89;2500.0;385.0;153.0;28.09;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;144;2990.0;1090.0;468.0;20.76;Apartamento
Apartamento;Copacabana;2;1;0;95;2500.0;1510.0;199.0;26.32;Apartamento
Apartamento;Vila Valqueire;3;2;1;123;2650.0;450.0;0.0;21.54;Apartamento
Apartamento;Lins de Vasconcelos;2;0;0;70;1100.0;544.0;36.0;15.71;Apartamento
Apartamento;Ipanema;3;1;0;125;5000.0;1950.0;0.0;40.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;399.0;640.0;125.0;14.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1800.0;764.0;960.0;26.47;Apartamento
Conjunto Comercial/Sala;Botafogo;0;8;0;605;75625.0;16371.0;4906.0;125.0;Apartamento
Apartamento;Copacabana;3;0;1;118;3500.0;1500.0;150.0;29.66;Apartamento
Apartamento;Tijuca;1;0;0;39;1400.0;450.0;47.0;35.9;Apartamento
Apartamento;Centro;1;0;0;33;750.0;486.0;25.0;22.73;Apartamento
Apartamento;Glória;2;1;1;70;3000.0;420.0;46.0;42.86;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;600.0;690.0;81.0;21.43;Apartamento
Apartamento;Copacabana;1;0;0;31;1200.0;640.0;69.0;38.71;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;83;1550.0;972.0;0.0;18.67;Apartamento
Apartamento;Lagoa;3;2;1;118;4900.0;1100.0;585.0;41.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;130;1900.0;823.0;0.0;14.62;Apartamento
Apartamento;Leblon;4;2;1;135;7500.0;1920.0;365.0;55.56;Apartamento
Apartamento;Grajaú;2;0;1;73;1400.0;640.0;0.0;19.18;Apartamento
Flat;Barra da Tijuca;1;1;0;58;2800.0;1600.0;340.0;48.28;Apartamento
Apartamento;Barra da Tijuca;3;1;1;95;2400.0;1200.0;2413.0;25.26;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;20;800.0;0.0;0.0;40.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;387;16000.0;3819.0;1652.0;41.34;Apartamento
Apartamento;Ipanema;2;0;0;62;3500.0;780.0;0.0;56.45;Apartamento
Apartamento;Leblon;4;3;4;260;12000.0;3100.0;1005.0;46.15;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;651;35000.0;1700.0;12000.0;53.76;Casa
Apartamento;Gávea;2;1;1;86;3300.0;800.0;284.0;38.37;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;1700.0;410.0;130.0;17.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;127;2300.0;1140.0;1852.0;18.11;Apartamento
Apartamento;Leblon;4;2;1;150;6600.0;1077.0;0.0;44.0;Apartamento
Loja/Salão;Cachambi;0;1;0;46;2000.0;0.0;223.0;43.48;Apartamento
Quitinete;Copacabana;1;0;0;35;1300.0;470.0;25.0;37.14;Apartamento
Casa de Condomínio;Barra da Tijuca;5;0;0;800;22000.0;2400.0;1400.0;27.5;Casa
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;600.0;370.0;720.0;25.0;Apartamento
Apartamento;Tijuca;2;0;0;85;1470.0;550.0;78.0;17.29;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;423;16000.0;2150.0;1500.0;37.83;Casa
Apartamento;Barra da Tijuca;4;2;1;158;5500.0;1845.0;238.0;34.81;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;92;1590.0;870.0;130.0;17.28;Apartamento
Apartamento;Copacabana;4;1;3;350;10000.0;1000.0;0.0;28.57;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;800;17000.0;2695.0;0.0;21.25;Casa
Apartamento;Barra da Tijuca;4;3;4;338;15000.0;2972.0;1900.0;44.38;Apartamento
Apartamento;Bonsucesso;3;0;0;107;1300.0;420.0;62.0;12.15;Apartamento
Apartamento;Barra da Tijuca;2;2;1;140;4000.0;1100.0;0.0;28.57;Apartamento
Apartamento;Botafogo;3;1;1;130;2600.0;1200.0;130.0;20.0;Apartamento
Apartamento;Taquara;2;1;2;80;1450.0;564.0;87.0;18.12;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;500.0;150.0;22.35;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1400.0;500.0;0.0;24.14;Apartamento
Terreno Padrão;Penha;0;0;0;9080;22000.0;0.0;18397.0;2.42;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;950.0;70.0;36.23;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1200.0;400.0;150.0;40.0;Apartamento
Flat;Ipanema;2;1;1;80;4000.0;2700.0;300.0;50.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;31;1700.0;512.0;270.0;54.84;Apartamento
Apartamento;Barra da Tijuca;3;3;3;300;11000.0;3700.0;14000.0;36.67;Apartamento
Apartamento;Copacabana;3;1;1;120;3200.0;1600.0;400.0;26.67;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;1000.0;400.0;0.0;41.67;Apartamento
Casa;Inhoaíba;2;0;0;70;850.0;0.0;0.0;12.14;Casa
Conjunto Comercial/Sala;Centro;0;0;0;95;6000.0;2609.0;445.0;63.16;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;61;1200.0;482.0;30.0;19.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2800.0;960.0;150.0;43.08;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1500.0;640.0;117.0;53.57;Apartamento
Apartamento;Santa Cruz;2;1;0;58;650.0;250.0;0.0;11.21;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;1;2;0;60;2000.0;2250.0;309.0;33.33;Apartamento
Apartamento;Copacabana;2;1;1;93;3000.0;867.0;288.0;32.26;Apartamento
Apartamento;Campo Grande;2;1;1;50;1200.0;400.0;0.0;24.0;Apartamento
Apartamento;Glória;1;0;0;45;1300.0;435.0;159.0;28.89;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1000.0;750.0;0.0;27.78;Apartamento
Loja/Salão;Centro;0;0;0;226;16500.0;0.0;226.0;73.01;Apartamento
Flat;Copacabana;1;1;1;65;6000.0;1640.0;250.0;92.31;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;263;15780.0;7612.0;17012.0;60.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;194;1800.0;1000.0;0.0;9.28;Apartamento
Casa;Campo Grande;2;0;0;70;1100.0;0.0;0.0;15.71;Casa
Conjunto Comercial/Sala;Centro;0;0;0;381;10000.0;9534.0;745.0;26.25;Apartamento
Apartamento;Humaitá;2;0;1;70;2000.0;780.0;107.0;28.57;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;1300.0;995.0;140.0;29.55;Apartamento
Quitinete;Laranjeiras;0;0;0;24;900.0;450.0;0.0;37.5;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2200.0;2600.0;0.0;30.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;450.0;500.0;85.0;18.0;Apartamento
Apartamento;Tanque;2;2;1;90;1200.0;379.0;88.0;13.33;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;1093.0;183.0;11.88;Apartamento
Conjunto Comercial/Sala;Cacuia;0;0;0;32;600.0;435.0;0.0;18.75;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;27;800.0;520.0;108.0;29.63;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;340;8500.0;500.0;690.0;25.0;Casa
Apartamento;Barra da Tijuca;1;1;0;60;1800.0;1350.0;350.0;30.0;Apartamento
Apartamento;Lagoa;2;1;1;95;3500.0;1800.0;300.0;36.84;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;60;1500.0;571.0;0.0;25.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;27;500.0;500.0;120.0;18.52;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;161;2800.0;1527.0;225.0;17.39;Apartamento
Apartamento;Ipanema;3;2;1;140;7500.0;2110.0;0.0;53.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;180;5000.0;500.0;500.0;27.78;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;700.0;340.0;56.0;28.0;Apartamento
Apartamento;Taquara;3;1;1;74;950.0;671.0;15.0;12.84;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;680;20000.0;2870.0;1200.0;29.41;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;560.0;0.0;26.15;Apartamento
Apartamento;Barra da Tijuca;3;2;1;105;3600.0;1490.0;306.0;34.29;Apartamento
Apartamento;Méier;1;1;0;45;800.0;200.0;50.0;17.78;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;150;6000.0;3060.0;1102.0;40.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;1000.0;512.0;0.0;25.0;Apartamento
Apartamento;Leblon;2;1;0;70;3200.0;1500.0;277.0;45.71;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;56;0;1750;113750.0;0.0;0.0;65.0;Apartamento
Apartamento;São Conrado;3;3;3;250;12000.0;2600.0;1400.0;48.0;Apartamento
Loja/Salão;Jardim Botânico;0;0;0;64;10350.0;223.0;339.0;161.72;Apartamento
Apartamento;Copacabana;2;0;0;75;2500.0;764.0;26.0;33.33;Apartamento
Apartamento;Méier;2;1;0;65;1420.0;430.0;135.0;21.85;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;400.0;409.0;84.0;16.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1800.0;600.0;198.0;22.5;Apartamento
Apartamento;Copacabana;2;0;0;70;4800.0;1200.0;220.0;68.57;Apartamento
Apartamento;Tijuca;2;1;1;80;2800.0;950.0;105.0;35.0;Apartamento
Apartamento;Irajá;2;1;0;55;850.0;100.0;0.0;15.45;Apartamento
Quitinete;Glória;1;0;0;32;1200.0;680.0;55.0;37.5;Apartamento
Apartamento;Cachambi;2;0;0;100;900.0;101.0;0.0;9.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;750.0;800.0;90.0;25.86;Apartamento
Apartamento;Olaria;2;0;0;57;900.0;0.0;0.0;15.79;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;123;2500.0;715.0;266.0;20.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1700.0;609.0;166.0;18.89;Apartamento
Apartamento;Lagoa;4;3;3;372;40000.0;5547.0;0.0;107.53;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;600000.0;980.0;120.0;9230.77;Apartamento
Apartamento;Tijuca;1;0;1;36;1200.0;458.0;20.0;33.33;Apartamento
Apartamento;Glória;1;0;0;43;1000.0;503.0;15.0;23.26;Apartamento
Loft;Copacabana;1;0;0;31;1800.0;520.0;25.0;58.06;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;25;800.0;800.0;80.0;32.0;Apartamento
Apartamento;Tijuca;3;1;0;107;2200.0;600.0;144.0;20.56;Apartamento
Apartamento;Piedade;2;0;0;65;1000.0;150.0;0.0;15.38;Apartamento
Apartamento;Abolição;2;0;0;50;1000.0;250.0;0.0;20.0;Apartamento
Apartamento;Flamengo;2;0;0;88;2500.0;674.0;0.0;28.41;Apartamento
Apartamento;Tijuca;3;0;0;80;2500.0;900.0;0.0;31.25;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;245;20000.0;8570.0;0.0;81.63;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;9000.0;1308.0;310.0;60.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;700.0;0.0;16.67;Apartamento
Apartamento;Ipanema;3;0;1;140;7500.0;2900.0;500.0;53.57;Apartamento
Apartamento;Leblon;3;3;1;200;11000.0;1800.0;500.0;55.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;76;2400.0;1300.0;1900.0;31.58;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4300.0;1667.0;262.0;33.08;Apartamento
Apartamento;Península;4;2;2;140;4900.0;1800.0;292.0;35.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;30;1000.0;280.0;0.0;33.33;Apartamento
Apartamento;Flamengo;1;0;0;40;2000.0;450.0;56.0;50.0;Apartamento
Apartamento;Pechincha;2;1;0;70;1400.0;400.0;0.0;20.0;Apartamento
Apartamento;Tijuca;3;0;0;100;1800.0;770.0;155.0;18.0;Apartamento
Apartamento;Campo Grande;2;1;0;54;650.0;250.0;0.0;12.04;Apartamento
Casa de Condomínio;Vila da Penha;2;1;0;62;800.0;165.0;0.0;12.9;Casa
Apartamento;Ipanema;5;1;2;220;16000.0;2350.0;600.0;72.73;Apartamento
Apartamento;Leblon;3;0;1;90;7000.0;1556.0;0.0;77.78;Apartamento
Apartamento;Pechincha;1;0;0;46;800.0;545.0;14.0;17.39;Apartamento
Apartamento;Pedra de Guaratiba;1;0;0;42;580.0;0.0;0.0;13.81;Apartamento
Apartamento;Tijuca;1;0;0;39;1300.0;250.0;0.0;33.33;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;57;750.0;511.0;13.0;13.16;Apartamento
Casa;Méier;2;1;0;38;1450.0;160.0;0.0;38.16;Casa
Apartamento;Copacabana;1;0;1;50;1900.0;600.0;55.0;38.0;Apartamento
Galpão/Depósito/Armazém;Curicica;2;10;0;1628;22000.0;0.0;19735.0;13.51;Apartamento
Casa;Guaratiba;2;1;0;60;900.0;0.0;0.0;15.0;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1350.0;675.0;235.0;43.55;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;30;2200.0;895.0;97.0;73.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;800.0;1090.0;242.0;20.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;42;800.0;758.0;0.0;19.05;Apartamento
Apartamento;Leblon;3;1;1;152;5500.0;1000.0;280.0;36.18;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;950.0;330.0;0.0;38.0;Apartamento
Apartamento;Engenho Novo;1;1;0;40;1200.0;505.0;17.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1500.0;632.0;120.0;20.0;Apartamento
Apartamento;Copacabana;3;1;1;110;4800.0;1160.0;233.0;43.64;Apartamento
Casa;Taquara;2;1;0;59;1300.0;250.0;0.0;22.03;Casa
Apartamento;Leblon;1;1;1;75;4100.0;1100.0;296.0;54.67;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;17;700.0;260.0;87.0;41.18;Apartamento
Loja/Salão;Copacabana;0;0;0;45;18000.0;526.0;395.0;400.0;Apartamento
Apartamento;Ipanema;2;1;1;140;6500.0;1808.0;510.0;46.43;Apartamento
Apartamento;Tijuca;3;1;0;99;1800.0;672.0;114.0;18.18;Apartamento
Apartamento;Copacabana;4;1;0;300;6500.0;2400.0;0.0;21.67;Apartamento
Apartamento;Ipanema;4;0;3;550;36900.0;9800.0;0.0;67.09;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;900;25000.0;1415.0;1216.0;27.78;Casa
Flat;Jardim Botânico;2;1;1;80;4000.0;1730.0;234.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;60;2000.0;950.0;398.0;33.33;Apartamento
Galpão/Depósito/Armazém;Méier;0;0;0;350;7000.0;0.0;0.0;20.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2200.0;750.0;112.0;24.44;Apartamento
Apartamento;Tijuca;1;1;0;52;1400.0;375.0;0.0;26.92;Apartamento
Conjunto Comercial/Sala;Flamengo;0;8;0;500;40000.0;16000.0;2300.0;80.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;700.0;800.0;100.0;31.82;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;80;4000.0;1805.0;4236.0;50.0;Apartamento
Apartamento;Copacabana;1;0;0;55;1800.0;585.0;90.0;32.73;Apartamento
Apartamento;Taquara;2;1;0;53;950.0;360.0;0.0;17.92;Apartamento
Apartamento;Leblon;4;2;2;791;50000.0;2600.0;1980.0;63.21;Apartamento
Casa;Guaratiba;2;1;0;60;800.0;0.0;0.0;13.33;Casa
Apartamento;Vila Isabel;2;2;1;70;2650.0;622.0;102.0;37.86;Apartamento
Apartamento;Barra da Tijuca;2;1;1;55;1900.0;600.0;102.0;34.55;Apartamento
Apartamento;Tijuca;2;1;1;87;2700.0;700.0;202.0;31.03;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;230;6000.0;3800.0;1300.0;26.09;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;700.0;485.0;0.0;19.44;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3500.0;2000.0;284.0;38.89;Apartamento
Apartamento;Barra da Tijuca;3;2;1;135;10000.0;2500.0;700.0;74.07;Apartamento
Apartamento;Barra da Tijuca;1;1;1;51;5000.0;2700.0;0.0;98.04;Apartamento
Apartamento;Barra da Tijuca;3;2;2;160;12000.0;1950.0;770.0;75.0;Apartamento
Conjunto Comercial/Sala;Praça Seca;0;0;0;26;1000.0;500.0;450.0;38.46;Apartamento
Loja/Salão;Centro;0;0;0;81;3000.0;964.0;390.0;37.04;Apartamento
Apartamento;Copacabana;4;2;2;440;17000.0;3550.0;1350.0;38.64;Apartamento
Quitinete;Centro;1;0;0;30;750.0;350.0;0.0;25.0;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;147;11025.0;2898.0;1041.0;75.0;Apartamento
Loja/Salão;Andaraí;0;0;0;378;4500.0;0.0;1755.0;11.9;Apartamento
Casa Comercial;Botafogo;0;0;0;250;16000.0;0.0;0.0;64.0;Apartamento
Loja/Salão;Leblon;0;0;0;82;20000.0;1300.0;1000.0;243.9;Apartamento
Apartamento;Tijuca;1;0;0;39;1400.0;450.0;47.0;35.9;Apartamento
Apartamento;Lagoa;3;3;1;250;7800.0;1900.0;634.0;31.2;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;385;17500.0;15000.0;0.0;45.45;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1280.0;0.0;33.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;273;18000.0;3570.0;505.0;65.93;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;46;1200.0;0.0;109.0;26.09;Apartamento
Apartamento;Copacabana;4;2;0;140;7000.0;1000.0;300.0;50.0;Apartamento
Apartamento;Copacabana;3;0;0;150;5000.0;2000.0;220.0;33.33;Apartamento
Casa;Joá;4;3;3;520;15000.0;2800.0;800.0;28.85;Casa
Terreno Padrão;São Conrado;0;0;0;1000;20000.0;1.0;1.0;20.0;Apartamento
Apartamento;Leblon;3;1;2;160;6000.0;2500.0;0.0;37.5;Apartamento
Apartamento;Tijuca;3;1;0;102;1700.0;626.0;0.0;16.67;Apartamento
Apartamento;Leblon;1;0;0;50;2650.0;530.0;136.0;53.0;Apartamento
Apartamento;Copacabana;2;1;1;70;2400.0;750.0;133.0;34.29;Apartamento
Loja/Salão;Centro;0;0;0;487;70000.0;4159.0;4496.0;143.74;Apartamento
Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;326.0;32.31;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;550;25000.0;1967.0;1330.0;45.45;Casa
Apartamento;Botafogo;2;1;0;65;2600.0;700.0;85.0;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;1300.0;1090.0;71.0;16.25;Apartamento
Prédio Inteiro;Méier;0;10;0;2000;35000.0;0.0;0.0;17.5;Apartamento
Casa de Vila;Vila Isabel;2;0;0;55;1400.0;80.0;25.0;25.45;Casa
Apartamento;Tomás Coelho;2;1;0;50;1100.0;0.0;0.0;22.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;250;14750.0;10067.0;2767.0;59.0;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;790.0;100.0;25.71;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;100;11000.0;2800.0;800.0;110.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;120;3500.0;1800.0;370.0;29.17;Apartamento
Apartamento;Curicica;2;1;0;51;1100.0;110.0;0.0;21.57;Apartamento
Quitinete;Copacabana;1;0;0;30;1300.0;350.0;250.0;43.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;9000.0;4312.0;1218.0;41.1;Apartamento
Apartamento;Copacabana;2;0;1;58;3200.0;735.0;90.0;55.17;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;250;4490.0;4600.0;830.0;17.96;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1400.0;1354.0;1340.0;18.67;Apartamento
Apartamento;Copacabana;1;0;1;50;1700.0;530.0;24.0;34.0;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;890.0;27.98;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1200.0;320.0;0.0;20.0;Apartamento
Apartamento;Leblon;3;1;1;160;8000.0;1535.0;467.0;50.0;Apartamento
Apartamento;Leblon;4;2;1;560;25000.0;2300.0;500.0;44.64;Apartamento
Flat;Lagoa;2;1;1;95;3300.0;1800.0;300.0;34.74;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;100;10000.0;1500.0;1500.0;100.0;Apartamento
Apartamento;Vila Isabel;2;0;0;80;1500.0;344.0;24.0;18.75;Apartamento
Loja/Salão;Campo Grande;0;0;0;72;4500.0;2300.0;0.0;62.5;Apartamento
Apartamento;Vila Isabel;2;0;0;52;1200.0;442.0;0.0;23.08;Apartamento
Apartamento;Quintino Bocaiúva;2;1;0;60;1100.0;130.0;0.0;18.33;Apartamento
Casa de Vila;Ramos;1;0;0;40;500.0;0.0;0.0;12.5;Casa
Apartamento;São Conrado;5;4;5;850;38000.0;1500.0;3000.0;44.71;Apartamento
Quitinete;Centro;0;0;0;25;1000.0;390.0;0.0;40.0;Apartamento
Galpão/Depósito/Armazém;Penha Circular;0;0;0;750;8000.0;0.0;0.0;10.67;Apartamento
Flat;Humaitá;1;1;1;75;3000.0;1562.0;196.0;40.0;Apartamento
Apartamento;Vila Isabel;3;2;0;200;2500.0;1500.0;130.0;12.5;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;2;0;600;12000.0;800.0;600.0;20.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;699.0;400.0;0.0;31.77;Apartamento
Apartamento;Ipanema;4;2;1;300;11900.0;2900.0;0.0;39.67;Apartamento
Apartamento;Flamengo;3;1;3;220;8500.0;1500.0;700.0;38.64;Apartamento
Apartamento;Pechincha;2;1;1;60;1100.0;550.0;40.0;18.33;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;1;200;3000.0;150.0;0.0;15.0;Casa
Apartamento;Barra da Tijuca;4;2;4;257;7000.0;4400.0;0.0;27.24;Apartamento
Casa;Campo Grande;1;0;0;65;600.0;0.0;0.0;9.23;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;21;1100.0;550.0;1051.0;52.38;Apartamento
Apartamento;Méier;2;2;1;120;1900.0;895.0;0.0;15.83;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;350.0;0.0;18.46;Apartamento
Casa;Irajá;2;0;0;35;750.0;0.0;0.0;21.43;Casa
Apartamento;Leblon;4;2;4;210;30000.0;4000.0;1000.0;142.86;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;32;1450.0;493.0;131.0;45.31;Apartamento
Apartamento;Copacabana;2;1;1;90;3500.0;1033.0;165.0;38.89;Apartamento
Apartamento;Copacabana;3;0;2;115;5000.0;978.0;303.0;43.48;Apartamento
Loja/Salão;Campo Grande;0;1;0;30;3000.0;296.0;0.0;100.0;Apartamento
Apartamento;Leme;2;0;0;77;2400.0;510.0;71.0;31.17;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;300;7000.0;0.0;774.0;23.33;Apartamento
Apartamento;Ipanema;3;0;0;70;3000.0;290.0;171.0;42.86;Apartamento
Apartamento;Ipanema;2;0;1;75;4500.0;1000.0;1700.0;60.0;Apartamento
Quitinete;Copacabana;1;0;0;25;1200.0;550.0;54.0;48.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2800.0;1300.0;136.0;35.0;Apartamento
Apartamento;Bonsucesso;2;0;0;60;1000.0;110.0;39.0;16.67;Apartamento
Apartamento;Jardim Botânico;3;0;1;180;10000.0;1820.0;644.0;55.56;Apartamento
Apartamento;Península;3;2;3;155;5900.0;1850.0;332.0;38.06;Apartamento
Apartamento;Tijuca;2;2;1;131;3100.0;1200.0;304.0;23.66;Apartamento
Apartamento;Cachambi;3;1;0;55;800.0;480.0;36.0;14.55;Apartamento
Apartamento;Copacabana;1;0;0;50;1700.0;650.0;25.0;34.0;Apartamento
Apartamento;Laranjeiras;2;1;1;103;3850.0;904.0;155.0;37.38;Apartamento
Apartamento;Tijuca;3;1;1;79;2400.0;1007.0;0.0;30.38;Apartamento
Apartamento;Leblon;2;1;1;78;3900.0;1800.0;373.0;50.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;472;25000.0;9215.0;0.0;52.97;Apartamento
Flat;Barra da Tijuca;1;1;1;45;4300.0;0.0;0.0;95.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;75;3500.0;1600.0;0.0;46.67;Apartamento
Apartamento;Barra da Tijuca;4;3;4;231;6900.0;2750.0;484.0;29.87;Apartamento
Apartamento;Botafogo;1;0;0;60;1800.0;636.0;28.0;30.0;Apartamento
Apartamento;São Conrado;4;2;1;166;3800.0;1709.0;388.0;22.89;Apartamento
Apartamento;Barra da Tijuca;3;2;1;220;7800.0;3300.0;850.0;35.45;Apartamento
Conjunto Comercial/Sala;Saúde;0;0;0;109;1800.0;1215.0;50.0;16.51;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;315;8000.0;1082.0;820.0;25.4;Casa
Quitinete;Tijuca;0;0;0;30;1100.0;400.0;0.0;36.67;Apartamento
Casa;Campo Grande;2;0;0;58;900.0;0.0;0.0;15.52;Casa
Apartamento;Ipanema;2;1;0;90;8000.0;0.0;0.0;88.89;Apartamento
Apartamento;Vila Isabel;1;0;0;41;1100.0;390.0;24.0;26.83;Apartamento
Apartamento;Cordovil;2;0;0;55;800.0;210.0;0.0;14.55;Apartamento
Apartamento;Rocha;2;1;0;60;1300.0;300.0;17.0;21.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;184;2500.0;1375.0;477.0;13.59;Apartamento
Casa;Campo Grande;1;0;0;50;550.0;0.0;0.0;11.0;Casa
Apartamento;Ipanema;2;1;0;70;3700.0;850.0;30.0;52.86;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1600.0;800.0;130.0;53.33;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;110;3300.0;1100.0;0.0;30.0;Apartamento
